"Site","Datetime","mean_WT","Solar_3d","Air_tmax_2day","Air_tmin","GWT_max","GWL_max_7day","ppt","Air_trange","WL_daily_range","GWT_range","GWL_range","Water_area_m2_3d","Elev_m","Size_km2"
"Crater","9/24/2023",8.787708,13.36031982,15.35,5.5,10.357,-1.22418357994373,0.85,7.3,0.351939941701042,0.098,1.68379942970619,NA,1104.241036,0.183
"Crater","9/25/2023",9.113958,9.4032,11.5,6,10.259,-1.17524910192071,9.53,4.2,-0.0866866825756256,0,-0.559087594213979,NA,1104.241036,0.183
"Crater","9/26/2023",9.443125,8.441280176,10.9,7.2,10.259,-1.12037258013775,5.96,4.4,0.498148816459932,0.098,0.138699479894516,NA,1104.241036,0.183
"Crater","9/27/2023",9.517375,9.023040088,11.1,6.3,10.161,-1.05640822672193,11.97,4.3,0.254467358528449,0,-0.260035991024624,NA,1104.241036,0.183
"Crater","9/28/2023",9.4225,10.64735991,9.45,5.4,10.161,-1.00852234465655,8.49,2.9,0.79056656597771,0.098,-0.957823065133119,NA,1104.241036,0.183
"Crater","9/29/2023",9.373,9.967679956,9.1,5.5,10.063,-0.941621922559354,3.41,4.4,0.351939941701042,0,-0.160352123294839,NA,1104.241036,0.183
"Crater","9/30/2023",9.254125,12.39263987,9.3,5.1,10.063,-0.859691625069375,5,3.6,-0.817731056370072,0.098,-0.309877924889516,NA,1104.241036,0.183
"Crater","6/1/2024",11.48738,31.31136035,17.55,1.9,6.37,1.13562569759889,0,19.1,-1.20762138906044,0.102,-1.25687466832247,23452.5,1104.241036,0.183
"Crater","6/2/2024",11.56438,22.94784031,18.85,7.4,6.37,1.12364374112297,0,9.3,-0.476577015265997,0,-0.907981131268227,23163,1104.241036,0.183
"Crater","6/3/2024",10.97608,16.85087996,14.1,8,6.471,1.13263370379977,30.48,3.5,-0.671522181611183,0.101,-1.00766499899801,22873.5,1104.241036,0.183
"Crater","6/4/2024",10.50379,11.05343987,10.3,4.3,6.573,1.14261633731646,11.32,4.8,-0.671522181611183,0.102,-0.708613395808657,22584,1104.241036,0.183
"Crater","6/5/2024",10.81638,18.40607974,10.4,5.4,6.573,1.13862468203773,2.29,6.3,-1.06141251430155,0,-0.858139197403334,22294.5,1104.241036,0.183
"Crater","6/6/2024",12.10954,23.91839956,15.8,5.5,6.674,1.12264407964335,0,14.4,-0.379104432093404,0.101,-0.459403726484194,21110,1104.241036,0.183
"Crater","6/7/2024",12.89113,31.66271982,22.3,6.9,6.674,1.10766313872859,0,17.8,-0.476577015265997,0,-0.359719858754409,19030.5,1104.241036,0.183
"Crater","6/8/2024",13.60163,30.0816,25.55,8.2,6.775,1.09468152077305,0,18.2,-0.622785890024887,0.101,-0.608929528078872,16998,1104.241036,0.183
"Crater","6/9/2024",14.08179,29.98656035,25.3,9.7,6.877,1.06871828486198,0,14.5,-1.20762138906044,0.102,-1.0575069328629,15907.5,1104.241036,0.183
"Crater","6/10/2024",14.53296,30.07296035,22.2,8.6,6.978,1.02577478507692,0,11.6,-0.866467347956369,0.101,-0.957823065133119,15322.5,1104.241036,0.183
"Crater","6/11/2024",14.6965,30.44736035,21.6,8.2,7.079,0.989821925009429,0,14.8,-1.15888509747415,0.101,-1.1073488667278,13986,1104.241036,0.183
"Crater","6/12/2024",14.53696,30.8851207,20.75,3.7,7.179,0.964858350577969,0.44,14.8,-1.06141251430155,0.1,-1.20703273445758,12732,1104.241036,0.183
"Crater","6/13/2024",14.30533,28.58976035,18.95,2.3,7.28,0.953869064941941,0,17.1,-0.330368140507108,0.101,-0.658771461943764,11997,1104.241036,0.183
"Crater","6/14/2024",14.2295,28.8,20.65,2.5,7.381,0.934896468748442,0,19.4,-1.11014880588785,0.101,-0.907981131268227,9204,1104.241036,0.183
"Crater","6/15/2024",13.57721,22.48991982,18.75,2.1,7.481,0.931897484309603,2.48,13.5,-0.817731056370072,0.1,-0.758455329673549,7041,1104.241036,0.183
"Crater","6/16/2024",12.25071,23.75711982,11.45,2.1,7.582,0.934896468748442,11.47,5.2,-0.622785890024887,0.101,-0.808297263538442,5508,1104.241036,0.183
"Crater","6/17/2024",11.63713,19.88928018,8.95,1.9,7.682,0.936895791707669,3.35,8.7,-1.06141251430155,0.1,-1.1073488667278,7497,1104.241036,0.183
"Crater","6/18/2024",11.69313,26.14751982,9.85,2.5,7.682,0.937888462547564,1.9,6.6,-1.20762138906044,0,-1.00766499899801,9486,1104.241036,0.183
"Crater","6/19/2024",12.66571,27.30815947,13.4,1.6,7.782,0.935896130228055,0,16.1,-0.866467347956369,0.1,-0.957823065133119,10318.5,1104.241036,0.183
"Crater","6/20/2024",13.57338,32.09471982,20.3,6,7.782,0.923907183112414,0,16.9,-0.720258473197479,0,-0.658771461943764,9994.5,1104.241036,0.183
"Crater","6/21/2024",14.55271,31.77503965,23.75,10.7,7.782,0.914924211075331,0,13.9,-0.57404959843859,0,-0.359719858754409,9106.5,1104.241036,0.183
"Crater","6/22/2024",15.43738,31.0464,25.85,10.6,7.782,0.889953646004153,0,16.5,-0.671522181611183,0,-0.559087594213979,8634,1104.241036,0.183
"Crater","6/23/2024",15.91863,31.18751982,26.15,9.9,7.882,0.856000108895891,0,15.3,-1.25635768064674,0.1,-1.1073488667278,8575,1104.241036,0.183
"Crater","6/24/2024",16.08158,31.392,21.55,6.2,7.882,0.829037211505205,0.91,11.7,-1.06141251430155,0,-0.858139197403334,8337,1104.241036,0.183
"Crater","6/25/2024",16.13717,32.01408018,19.9,4.1,7.983,0.801074652634905,0,17.8,-0.476577015265997,0.101,-0.509245660349086,8097,1104.241036,0.183
"Crater","6/26/2024",16.35575,30.41856035,24.65,8.1,8.082,0.779103072002567,0,19.3,-1.20762138906044,0.099,-0.957823065133119,7781,1104.241036,0.183
"Crater","6/27/2024",15.49317,27.65664053,22.3,6.6,8.182,0.757131491370229,0.36,10.6,-1.40256655540563,0.1,-1.45624240378204,7389,1104.241036,0.183
"Crater","6/28/2024",15.22638,27.4435207,15.2,6.2,8.282,0.745149534894305,0.27,7,-1.40256655540563,0.1,-1.20703273445758,6921,1104.241036,0.183
"Crater","6/29/2024",15.704,26.0179207,17.35,6.2,8.282,0.74115787961557,0,15.3,-1.20762138906044,0,-1.15719080059269,6579,1104.241036,0.183
"Crater","6/30/2024",15.68008,27.44064053,21.05,9.4,8.382,0.74115787961557,0.33,11.2,-1.45130284699193,0.1,-1.20703273445758,6363,1104.241036,0.183
"Crater","7/1/2024",15.93063,27.072,19.6,10.3,8.481,0.74115787961557,0.66,8.3,-1.30509397223304,0.099,-1.1073488667278,6273,1104.241036,0.183
"Crater","7/2/2024",16.29225,29.7676793,19.25,8.4,8.581,0.737159233697117,0,11.5,-1.25635768064674,0.1,-1.0575069328629,6183,1104.241036,0.183
"Crater","7/3/2024",16.43508,30.74111982,19.75,6.5,8.581,0.72717660018042,0,13.1,-1.01267622271526,0,-0.808297263538442,6084,1104.241036,0.183
"Crater","7/4/2024",16.48663,30.91391982,21.45,6.3,8.68,0.718186637503619,0,17,-0.330368140507108,0.099,-0.359719858754409,6258,1104.241036,0.183
"Crater","7/5/2024",16.848,30.89088018,26.35,8.4,8.779,0.698214379830507,0,21,-0.135422974161922,0.099,-0.160352123294839,6222,1104.241036,0.183
"Crater","7/6/2024",17.40321,30.888,31.15,13.2,8.779,0.674243476238943,0,19.7,-0.184159265748219,0,-0.110510189429946,5907,1104.241036,0.183
"Crater","7/7/2024",17.75988,30.90528018,32.55,14.1,8.879,0.647280578848256,0,18.1,-0.0379503909893291,0.1,-0.0606682555650536,5232,1104.241036,0.183
"Crater","7/8/2024",18.04938,30.69791982,32.35,14.3,8.978,0.609328395821542,0,18.2,-0.135422974161922,0.099,-0.309877924889516,4980,1104.241036,0.183
"Crater","7/9/2024",18.32275,30.4992,33.6,15.8,9.077,0.57837384315212,0,18.9,-0.232895557334515,0.099,-0.210194057159731,4864.5,1104.241036,0.183
"Crater","7/10/2024",18.40225,30.29183965,34.9,16.6,9.176,0.548411961322594,0,18.5,-0.817731056370072,0.099,-0.858139197403334,4684.5,1104.241036,0.183
"Crater","7/11/2024",18.25533,30.36383965,32.05,10.8,9.275,0.518450079493067,0,18.2,-1.06141251430155,0.099,-1.0575069328629,4459.5,1104.241036,0.183
"Crater","7/12/2024",17.98592,30.3724793,27.65,10.1,9.373,0.494486166541221,0,16.2,-0.768994764783776,0.098,-0.608929528078872,4248,1104.241036,0.183
"Crater","7/13/2024",17.79563,30.3552,27.25,9.6,9.472,0.470515262949656,0,18.6,-0.525313306852294,0.099,-0.459403726484194,4461,1104.241036,0.183
"Crater","7/14/2024",17.83125,30.19104053,29.65,12.4,9.669,0.446551349997809,0,18.7,-1.01267622271526,0.197,-0.808297263538442,4614,1104.241036,0.183
"Crater","7/15/2024",17.86688,30.13344053,29.4,11.4,9.768,0.426579092324697,0,16.3,-0.915203639542665,0.099,-0.808297263538442,4878,1104.241036,0.183
"Crater","7/16/2024",17.70458,29.09664053,27.4,10.6,9.866,0.40160852725352,0,16.5,-0.135422974161922,0.098,-0.160352123294839,4842,1104.241036,0.183
"Crater","7/17/2024",17.62542,27.46656035,30.2,12.2,9.965,0.371646645423994,0,21.1,-0.281631848920812,0.099,-0.559087594213979,4692,1104.241036,0.183
"Crater","7/18/2024",17.79563,27.24768018,30.8,12.2,10.063,0.332701791557383,0,16.1,-0.379104432093404,0.098,-0.758455329673549,4563,1104.241036,0.183
"Crater","7/19/2024",17.79563,28.1232,27.7,11.3,10.161,0.290757953251934,0,15.8,-0.57404959843859,0.098,-0.758455329673549,4317,1104.241036,0.183
"Crater","7/20/2024",17.76,29.54303965,27.55,11.8,10.259,0.242823136708522,0,16.2,-0.57404959843859,0.098,-0.459403726484194,4299,1104.241036,0.183
"Crater","7/21/2024",17.77583,28.86623965,29.95,12.2,10.357,0.188897341927149,0,19.7,-1.30509397223304,0.098,-1.15719080059269,4192.5,1104.241036,0.183
"Crater","7/22/2024",17.94604,28.66463965,28.1,11.3,10.455,0.131972562706936,0,13,-0.866467347956369,0.098,-1.0575069328629,4135.5,1104.241036,0.183
"Crater","7/23/2024",17.83917,28.85183965,22.35,6.9,10.553,0.0730484605274972,0,13.5,-0.622785890024887,0.098,-0.708613395808657,3924,1104.241036,0.183
"Crater","7/24/2024",17.50621,28.85183965,23.3,6.1,10.651,0.0101327030693227,0,20.1,-0.525313306852294,0.098,-0.907981131268227,3874.5,1104.241036,0.183
"Crater","7/25/2024",17.29192,28.86335947,25.15,7.3,10.748,-0.0477917376305034,0,16.8,-0.915203639542665,0.097,-0.957823065133119,3922.5,1104.241036,0.183
"Crater","7/26/2024",16.93513,28.7136,21,5.5,10.748,-0.106729821089378,0,12.4,-0.866467347956369,0,-0.808297263538442,3990,1104.241036,0.183
"Crater","7/27/2024",16.45913,29.03616035,21.1,5.6,10.846,-0.166639603468995,0,18.7,-1.30509397223304,0.098,-1.1073488667278,3822,1104.241036,0.183
"Crater","7/28/2024",16.21679,27.7632,23.55,7.5,10.846,-0.224522100330516,0,15.3,-1.40256655540563,0,-1.15719080059269,3711.75,1104.241036,0.183
"Crater","7/29/2024",16.09746,20.90591982,22.2,8.7,10.846,-0.284501789107309,0,12.9,-1.35383026381933,0,-1.35655853605226,3575.25,1104.241036,0.183
"Crater","7/30/2024",16.046,20.4048,19.2,10.9,10.944,-0.335393646251254,3.61,5.9,-1.40256655540563,0.098,-1.35655853605226,3667.5,1104.241036,0.183
"Crater","7/31/2024",16.046,21.2688,18.4,10.6,10.944,-0.375380105435783,0,9.4,-0.671522181611183,0.098,-0.559087594213979,3759.75,1104.241036,0.183
"Crater","8/1/2024",16.07371,27.48671982,23.7,10.5,10.944,-0.415296658223136,0,16.9,-0.184159265748219,0.098,-0.210194057159731,3872.25,1104.241036,0.183
"Crater","8/2/2024",16.19288,27.27359912,30.65,15.6,10.944,-0.454234521450028,0,18.3,-0.330368140507108,0,-0.359719858754409,3897,1104.241036,0.183
"Crater","8/3/2024",16.41138,25.42463965,31.9,15.6,10.944,-0.489187720037903,0,14.3,-1.01267622271526,0,-1.15719080059269,3921,1104.241036,0.183
"Crater","8/4/2024",16.483,25.32671982,27.25,13.3,11.041,-0.518128968468663,0,11.3,0.010785900596967,0.097,-0.210194057159731,3924,1104.241036,0.183
"Crater","8/5/2024",16.3795,25.61471982,27.2,12.2,11.041,-0.541128173139485,0,17.6,-0.281631848920812,0,-0.160352123294839,3960,1104.241036,0.183
"Crater","8/6/2024",16.3795,27.3888,28.6,10.7,11.139,-0.578108657245456,0,16.7,-0.427840723679701,0.098,-0.658771461943764,3942,1104.241036,0.183
"Crater","8/7/2024",16.07388,27.48096035,25.75,9.2,11.139,-0.621031185111367,0,14.9,-0.720258473197479,0,-0.309877924889516,3708,1104.241036,0.183
"Crater","8/8/2024",15.88304,26.8963207,26.25,9.4,11.236,-0.670944352694852,0,19,-0.671522181611183,0.097,-0.559087594213979,3563,1104.241036,0.183
"Crater","8/9/2024",16.01433,26.5824,28.6,13.9,11.236,-0.722884805796434,0,14.9,-0.427840723679701,0,-0.359719858754409,3507,1104.241036,0.183
"Crater","8/10/2024",16.00246,26.24831982,28.75,13.2,11.236,-0.781815898615591,0,15.5,-0.915203639542665,0,-0.808297263538442,3702,1104.241036,0.183
"Crater","8/11/2024",16.09746,26.5104,27.65,12.5,11.334,-0.842704370555668,0,14.1,-0.622785890024887,0.098,-0.808297263538442,3667,1104.241036,0.183
"Crater","8/12/2024",15.95858,26.1648,25.6,10.2,11.334,-0.90960479265286,0,14.4,-0.525313306852294,0,-1.35655853605226,3586,1104.241036,0.183
"Crater","8/13/2024",15.53296,25.94303965,21.3,8.6,11.334,-0.966578506351096,0.75,9.4,-0.671522181611183,0,-1.25687466832247,3459,1104.241036,0.183
"Crater","8/14/2024",14.97163,25.86815947,16.7,7.6,11.334,-1.0225036240917,0,7.8,-0.622785890024887,0,-1.1073488667278,3516,1104.241036,0.183
"Crater","8/15/2024",14.613,24.7248,18.3,8.3,11.431,-1.07143810211472,0,12.9,-0.963939931128962,0.097,-1.30671660218737,3571,1104.241036,0.183
"Crater","8/16/2024",14.421,24.35328018,19.2,10.6,11.431,-1.11338194042017,0,6.6,-0.768994764783776,0,-1.15719080059269,3624,1104.241036,0.183
"Crater","8/17/2024",14.16179,22.8816,19.2,9.2,11.431,-1.09338871082791,0,12,1.27792948184067,0,1.78348329743597,3675,1104.241036,0.183
"Crater","8/18/2024",14.002,23.8608,23.4,8.5,11.431,-1.08339209603177,11.79,17.1,-0.915203639542665,0,-0.708613395808657,3725.666667,1104.241036,0.183
"Crater","8/19/2024",13.838,23.688,22.25,7.9,11.431,-1.08038612095322,0,11,-0.622785890024887,0,-0.907981131268227,3776,1104.241036,0.183
"Crater","8/20/2024",13.5175,24.41664053,19.05,8,11.431,-1.07940743139276,0,11.2,-0.476577015265997,0,-0.907981131268227,3826,1104.241036,0.183
"Crater","8/21/2024",13.313,23.63328018,19.8,7.6,11.431,-1.08339209603177,0,12.8,-0.720258473197479,0,-1.1073488667278,3876,1104.241036,0.183
"Crater","8/22/2024",13.221,22.11264009,19.9,9.2,11.431,-1.01949764901314,0,10.2,2.3013916051529,0,1.88316716516576,3926,1104.241036,0.183
"Crater","8/23/2024",13.13258,18.13823965,16.9,8.4,11.625,-0.952597226915947,13.48,6,-0.476577015265997,0.291,-0.708613395808657,3976,1104.241036,0.183
"Crater","8/24/2024",13.028,16.32095991,13.05,4.7,11.431,-0.953575916476407,4.48,7,-1.30509397223304,0.097,-0.907981131268227,4026,1104.241036,0.183
"Crater","8/25/2024",12.831,17.1648,12.05,5.6,11.334,-0.944557991240735,0,6.8,-1.01267622271526,0,-1.00766499899801,4076,1104.241036,0.183
"Crater","8/26/2024",12.73046,21.10752026,15.95,6.1,11.334,-0.92358607208801,0,13.4,-0.330368140507108,0,-0.409561792619301,4126,1104.241036,0.183
"Crater","8/27/2024",12.65,21.94272026,22.15,8.5,11.334,-0.910653388610497,0.2,16.3,-1.15888509747415,0.098,-1.15719080059269,4196.333333,1104.241036,0.183
"Crater","8/28/2024",12.52538,22.69152026,19.55,3,11.236,-0.886675494379215,0,11.3,-0.232895557334515,0,-0.708613395808657,4287,1104.241036,0.183
"Crater","8/29/2024",12.05342,22.80960044,17.65,1.8,11.236,-0.931625307763222,0,19.2,-0.184159265748219,0,-0.559087594213979,4398,1104.241036,0.183
"Crater","8/30/2024",11.59671,24.1488,23.1,8.9,11.236,-0.989507804624742,0,16.3,0.205731066942153,0.097,0.188541413759409,4256,1104.241036,0.183
"Crater","8/31/2024",11.431,23.79456035,27.9,11,11.139,-1.03543630756921,0,19.6,0.254467358528449,0,0.288225281489194,4212,1104.241036,0.183
"Crater","9/1/2024",11.51183,22.94784009,31.8,15.2,11.139,-1.08541938154987,0,17.8,-0.0866866825756256,0,0.0888575460296239,4053,1104.241036,0.183
"Crater","9/2/2024",11.64117,22.14144053,31.6,12.2,11.139,-1.13931721377237,0,18,-1.11014880588785,0.098,-1.1073488667278,4032,1104.241036,0.183
"Crater","9/3/2024",11.89175,21.85344053,25.55,10.2,11.041,-1.18426702715638,0,10.7,-0.915203639542665,0,-0.957823065133119,3841.5,1104.241036,0.183
"Crater","9/4/2024",11.93217,22.15008062,21.5,9.2,11.041,-1.23222281561894,0,12.9,-0.427840723679701,0,-0.409561792619301,3694.5,1104.241036,0.183
"Crater","9/5/2024",11.75838,22.39488018,25.55,12.3,11.041,-1.27815131856341,0,16.7,-0.476577015265997,0,-0.309877924889516,3660.75,1104.241036,0.183
"Crater","9/6/2024",11.75029,22.12703965,30,16.7,11.041,-1.31806787135076,0,14.3,-0.232895557334515,0,-0.010826321700161,3696.75,1104.241036,0.183
"Crater","9/7/2024",11.89579,21.15071938,32.05,17.8,11.041,-1.35700573457766,0,15.3,-0.817731056370072,0,-0.608929528078872,3802.5,1104.241036,0.183
"Crater","9/8/2024",12.10596,20.71583965,31.2,15.7,11.041,-1.39000155404461,0,13.6,-0.768994764783776,0,-0.559087594213979,3908.25,1104.241036,0.183
"Crater","9/9/2024",12.15446,20.5344,28.05,12.3,11.041,-1.41796411291491,0,14.5,-0.963939931128962,0,-0.758455329673549,4008.75,1104.241036,0.183
"Crater","9/10/2024",12.00088,20.96064009,25.8,10.9,11.139,-1.44788405090613,0,13.9,-1.15888509747415,0.098,-1.0575069328629,4104,1104.241036,0.183
"Crater","9/11/2024",11.87963,17.36352026,23.3,8.4,11.139,-1.45389600106325,0.3,13.4,-1.11014880588785,0.098,-0.260035991024624,4194,1104.241036,0.183
"Crater","9/12/2024",11.82304,14.54112026,17.5,8.2,11.139,-1.45990795122036,7.37,5,-1.30509397223304,0,-1.25687466832247,4284,1104.241036,0.183
"Crater","9/13/2024",11.70583,14.32512026,12.9,7.7,11.139,-1.46591990137747,0.54,4.9,-1.30509397223304,0,-0.907981131268227,4374,1104.241036,0.183
"Crater","9/14/2024",11.60479,17.4096,15.45,7,11.139,-1.47584660977643,0,11.3,-1.11014880588785,0,-0.957823065133119,4458,1104.241036,0.183
"Crater","9/15/2024",11.48354,19.79711982,17.6,7,11.139,-1.4848645350121,2.74,9.9,-1.40256655540563,0,-1.20703273445758,4536,1104.241036,0.183
"Crater","9/16/2024",11.11042,17.8848,15.05,4.7,11.139,-1.48982788921158,0,8.5,-0.866467347956369,0,-1.00766499899801,4608,1104.241036,0.183
"Crater","9/17/2024",10.57717,17.1792,14.65,6.5,11.139,-1.49185517472968,0,9.6,-0.963939931128962,0,-0.858139197403334,4680,1104.241036,0.183
"Crater","9/18/2024",10.54483,16.90848018,14.6,7.4,11.139,-1.523802398239,0.04,5.7,-1.45130284699193,0.098,-1.1073488667278,4752,1104.241036,0.183
"Crater","9/19/2024",10.61413,18.504,14.8,6.8,11.041,-1.55477093218785,0,9.7,-1.25635768064674,0,-1.20703273445758,4824,1104.241036,0.183
"Crater","9/20/2024",10.308,19.1664,17.25,5.4,11.041,-1.58371218061861,0,12.6,-1.25635768064674,0,-1.20703273445758,4833,1104.241036,0.183
"Crater","9/21/2024",9.681208,18.792,16.45,3.6,11.041,-1.59769346005376,0,11.3,-0.57404959843859,0.097,-0.459403726484194,4849.5,1104.241036,0.183
"Crater","9/22/2024",9.155125,18.52991982,17.75,4.6,10.944,-1.61866537920649,0,16,-0.768994764783776,0,-0.708613395808657,4873.5,1104.241036,0.183
"Crater","9/23/2024",9.138875,17.58528018,21.1,8.5,10.944,-1.65061260271581,0,13.1,-1.11014880588785,0.098,-0.758455329673549,5102.25,1104.241036,0.183
"Crater","9/24/2024",9.430792,17.51328018,21.75,10.2,10.846,-1.69059906190033,0,11.7,-0.671522181611183,0,-0.309877924889516,5465.25,1104.241036,0.183
"Crater","9/25/2024",9.615917,14.92416035,25.4,13.4,10.846,-1.64564924851633,0,15.5,-0.379104432093404,0.098,2.68063810700404,5962.5,1104.241036,0.183
"Crater","9/26/2024",9.628292,15.35616035,24.25,5.3,10.748,-1.60069943513232,13.58,14.3,-1.01267622271526,0,-0.010826321700161,6459.75,1104.241036,0.183
"Crater","9/27/2024",9.599583,15.14016035,19.05,3.4,10.748,-1.58874544121527,0.3,15.1,-0.622785890024887,0.097,-0.907981131268227,6525.75,1104.241036,0.183
"Crater","9/28/2024",9.644792,17.25408018,19.4,10.4,10.651,-1.59273010585428,0,9.9,-0.963939931128962,0,-0.758455329673549,6160.5,1104.241036,0.183
"Crater","9/29/2024",9.521333,17.30015991,21.75,4.5,10.651,-1.58573946613671,0,18.7,-0.720258473197479,0,-0.907981131268227,5815.5,1104.241036,0.183
"Crater","9/30/2024",8.7625,17.37215991,18,1.3,10.651,-1.56672492610491,0,11.5,-0.525313306852294,0,-0.708613395808657,5478,1104.241036,0.183
"Hideaway","6/25/2023",8.655732,31.18463965,22.35,6.7,4.415,0.458913475461948,0,15.7,NA,0.104,0.778825127643236,3586.5,1311.568966,0.0536
"Hideaway","6/26/2023",8.975697,30.99168018,22.55,7,4.519,0.409857488334448,0,15.7,NA,0.104,0.505226941602126,3508.5,1311.568966,0.0536
"Hideaway","6/27/2023",8.667574,30.79583965,22.15,7.9,4.623,0.357217043248677,0,13.7,NA,0.104,0.231628755561017,3510,1311.568966,0.0536
"Hideaway","6/28/2023",9.059934,30.60288018,21.5,7.5,4.727,0.301582570779538,0,13.9,NA,0.104,0.559946578810348,3438,1311.568966,0.0536
"Hideaway","6/29/2023",9.421683,30.6288,22.9,8.6,4.831,0.249540931170441,0,15.8,NA,0.104,0.997703676476123,3240,1311.568966,0.0536
"Hideaway","6/30/2023",9.405595,30.68351982,25.55,9.9,4.831,0.19929152054048,0,16.8,NA,0,1.10714295089257,3066,1311.568966,0.0536
"Hideaway","7/1/2023",9.020832,30.7324793,27.1,9.5,4.934,0.15442298429881,0,18,NA,0.103,1.16186258810079,3042,1311.568966,0.0536
"Hideaway","7/2/2023",9.109538,30.59135947,26.1,7.5,5.037,0.107762219078005,0,17.2,NA,0.103,1.05242331368435,3162,1311.568966,0.0536
"Hideaway","7/3/2023",9.029323,30.53088018,25.55,7.6,5.141,0.0676841266497246,0,18.8,NA,0.104,1.38074113693368,3186,1311.568966,0.0536
"Hideaway","7/4/2023",8.955364,30.5539207,26.5,8.5,5.244,0.0245952570345326,0,18.1,NA,0.103,1.76377859739123,3141,1311.568966,0.0536
"Hideaway","7/5/2023",9.14998,30.59424053,27.1,12.3,5.347,-0.0166511341908942,0,15.3,NA,0.103,1.54490004855834,3096,1311.568966,0.0536
"Hideaway","7/6/2023",9.461678,30.41568018,28.8,13,5.347,-0.05915376068207,0,17,NA,0,1.4354607741419,3051,1311.568966,0.0536
"Hideaway","7/7/2023",9.435759,30.14208018,28.95,11.5,5.45,-0.104587602793327,0,16.4,NA,0.103,1.16186258810079,3006,1311.568966,0.0536
"Hideaway","7/8/2023",9.195562,30.04704053,26.9,9.3,5.552,-0.148848958656551,0,16.6,NA,0.102,1.4354607741419,2949,1311.568966,0.0536
"Hideaway","7/9/2023",9.164727,29.92608018,25.8,8.6,5.655,-0.19252407139576,0,17.1,NA,0.103,1.16186258810079,2905,1311.568966,0.0536
"Hideaway","7/10/2023",9.370515,29.94336035,25.6,9.1,5.757,-0.242773482025721,0,16.4,NA,0.102,0.559946578810348,2874,1311.568966,0.0536
"Hideaway","7/11/2023",9.228407,29.89151982,22.9,8.4,5.86,-0.287034837888946,0,11.9,NA,0.103,1.05242331368435,2868,1311.568966,0.0536
"Hideaway","7/12/2023",9.154672,29.65248018,21.75,8.4,5.962,-0.329537464380121,0,14.8,NA,0.102,1.21658222530901,2864.75,1311.568966,0.0536
"Hideaway","7/13/2023",9.119816,29.39615947,23.5,9.5,6.064,-0.374385063367362,0,14.3,NA,0.102,0.997703676476123,2864.25,1311.568966,0.0536
"Hideaway","7/14/2023",9.296333,29.37311982,24.2,9.7,6.064,-0.41265836446385,0,14.9,NA,0,1.32602149972546,2866.5,1311.568966,0.0536
"Hideaway","7/15/2023",9.250081,29.39903965,26.6,10,6.166,-0.450345422436321,0,18.6,NA,0.102,1.54490004855834,2868.75,1311.568966,0.0536
"Hideaway","7/16/2023",9.536977,28.92383965,30.35,11.5,6.268,-0.486273751036743,0,20.6,NA,0.102,1.65433932297479,2843.85,1311.568966,0.0536
"Hideaway","7/17/2023",8.773931,28.79711982,30.1,10.4,6.37,-0.523960809009214,0,17.7,NA,0.102,0.395787667185683,2791.8,1311.568966,0.0536
"Hideaway","7/18/2023",8.663776,28.9728,23.9,7,6.471,-0.559219145467904,0,12.7,NA,0.101,1.70905896018301,2712.6,1311.568966,0.0536
"Hideaway","7/19/2023",9.166515,29.1859207,23.35,6.6,6.573,-0.596906203440375,0,20.4,NA,0.102,1.76377859739123,2633.4,1311.568966,0.0536
"Hideaway","7/20/2023",9.572728,28.83168018,28.65,13.2,6.674,-0.632834532040798,0,17.1,NA,0.101,1.65433932297479,2554.2,1311.568966,0.0536
"Hideaway","7/21/2023",9.463689,28.62144053,29.2,11.6,6.674,-0.672908437018192,0,16.5,NA,0,1.21658222530901,2663.4,1311.568966,0.0536
"Hideaway","7/22/2023",9.339457,28.5984,27.55,10.9,6.775,-0.714782945876493,0,16.1,NA,0.101,1.27130186251723,2631,1311.568966,0.0536
"Hideaway","7/23/2023",9.430844,28.53504053,27,11.2,6.877,-0.758458058615701,0,15.8,NA,0.102,0.88826440205968,2619.6,1311.568966,0.0536
"Hideaway","7/24/2023",7.845764,27.65951982,27,10.6,6.978,-0.793716395074391,0,16.4,NA,0.101,0.341068029977461,2440.8,1311.568966,0.0536
"Hideaway","7/25/2023",8.495973,27.65951982,24.05,8.7,6.978,-0.833204056927769,0.7,12.4,NA,0,-0.206128342104758,2424.6,1311.568966,0.0536
"Hideaway","7/26/2023",8.276332,27.7948793,20.8,7.3,7.079,-0.863730573885471,0,13.2,NA,0,0.724105490435014,2408.4,1311.568966,0.0536
"Hideaway","7/27/2023",8.423802,28.51775947,22.2,6.1,7.179,-0.891828369329391,0,17.8,NA,0.1,0.833544764851458,2392.2,1311.568966,0.0536
"Hideaway","7/28/2023",8.450168,28.4428793,22.95,7.6,7.28,-0.919339921649295,0,14.4,NA,0.101,0.833544764851458,2405.4,1311.568966,0.0536
"Hideaway","7/29/2023",8.5887,28.23263965,23.05,7.5,7.28,-0.94387838384026,0,16.6,NA,0,0.88826440205968,2427.6,1311.568966,0.0536
"Hideaway","7/30/2023",8.492174,28.08863965,23.55,7.6,7.381,-0.968416846031224,0,15.4,NA,0.101,0.61466621601857,2458.8,1311.568966,0.0536
"Hideaway","7/31/2023",8.240805,28.12896035,22.8,6.9,7.481,-0.990526586708407,0,15.7,NA,0.1,0.88826440205968,2469.6,1311.568966,0.0536
